nucleus_id,symbol,isotope,most_abundant,nuclear_charge
1,H,1,1,1
2,H,2,0,1
3,H,3,0,1
4,H,4,0,1
5,He,3,0,2
6,He,4,1,2
7,He,5,0,2
8,He,6,0,2
9,He,8,0,2
10,He,10,0,2
11,Li,4,0,3
12,Li,5,0,3
13,Li,6,0,3
14,Li,7,1,3
15,Li,8,0,3
16,Li,9,0,3
17,Li,11,0,3
18,Be,6,0,4
19,Be,7,0,4
20,Be,8,0,4
21,Be,9,1,4
22,Be,10,0,4
23,Be,11,0,4
24,Be,12,0,4
25,Be,14,0,4
26,B,8,0,5
27,B,9,0,5
28,B,10,0,5
29,B,11,1,5
30,B,12,0,5
31,B,13,0,5
32,B,14,0,5
33,B,16,0,5
34,C,8,0,6
35,C,10,0,6
36,C,11,0,6
37,C,12,1,6
38,C,13,0,6
39,C,14,0,6
40,C,15,0,6
41,C,16,0,6
42,C,18,0,6
43,C,20,0,6
44,C,22,0,6
45,N,12,0,7
46,N,13,0,7
47,N,14,1,7
48,N,15,0,7
49,N,16,0,7
50,N,17,0,7
51,N,18,0,7
52,O,12,0,8
53,O,14,0,8
54,O,15,0,8
55,O,16,1,8
56,O,17,0,8
57,O,18,0,8
58,O,19,0,8
59,O,20,0,8
60,O,22,0,8
61,O,24,0,8
62,O,26,0,8
63,F,16,0,9
64,F,17,0,9
65,F,18,0,9
66,F,19,1,9
67,F,20,0,9
68,F,21,0,9
69,F,26,0,9
70,Ne,16,0,10
71,Ne,17,0,10
72,Ne,18,0,10
73,Ne,19,0,10
74,Ne,20,1,10
75,Ne,21,0,10
76,Ne,22,0,10
77,Ne,23,0,10
78,Ne,24,0,10
79,Ne,26,0,10
80,Ne,28,0,10
81,Ne,30,0,10
82,Ne,32,0,10
83,Ne,34,0,10
84,Na,20,0,11
85,Na,21,0,11
86,Na,22,0,11
87,Na,23,1,11
88,Na,24,0,11
89,Na,25,0,11
90,Na,26,0,11
91,Na,27,0,11
92,Na,28,0,11
93,Na,29,0,11
94,Na,30,0,11
95,Na,31,0,11
96,Mg,20,0,12
97,Mg,21,0,12
98,Mg,22,0,12
99,Mg,23,0,12
100,Mg,24,1,12
101,Mg,25,0,12
102,Mg,26,0,12
103,Mg,27,0,12
104,Mg,28,0,12
105,Mg,29,0,12
106,Mg,30,0,12
107,Mg,32,0,12
108,Mg,34,0,12
109,Mg,36,0,12
110,Mg,38,0,12
111,Mg,40,0,12
112,Al,23,0,13
113,Al,24,0,13
114,Al,25,0,13
115,Al,26,0,13
116,Al,27,1,13
117,Al,28,0,13
118,Al,29,0,13
119,Al,30,0,13
120,Al,32,0,13
121,Si,22,0,14
122,Si,24,0,14
123,Si,25,0,14
124,Si,26,0,14
125,Si,27,0,14
126,Si,28,1,14
127,Si,29,0,14
128,Si,30,0,14
129,Si,31,0,14
130,Si,32,0,14
131,Si,34,0,14
132,Si,36,0,14
133,Si,38,0,14
134,Si,40,0,14
135,Si,42,0,14
136,Si,44,0,14
137,P,27,0,15
138,P,28,0,15
139,P,29,0,15
140,P,30,0,15
141,P,31,1,15
142,P,32,0,15
143,P,33,0,15
144,P,34,0,15
145,P,35,0,15
146,P,36,0,15
147,S,28,0,16
148,S,29,0,16
149,S,30,0,16
150,S,31,0,16
151,S,32,1,16
152,S,33,0,16
153,S,34,0,16
154,S,35,0,16
155,S,36,0,16
156,S,37,0,16
157,S,38,0,16
158,S,40,0,16
159,S,42,0,16
160,S,44,0,16
161,S,46,0,16
162,S,48,0,16
163,Cl,32,0,17
164,Cl,33,0,17
165,Cl,34,0,17
166,Cl,35,1,17
167,Cl,36,0,17
168,Cl,37,0,17
169,Cl,38,0,17
170,Cl,39,0,17
171,Cl,40,0,17
172,Ar,31,0,18
173,Ar,32,0,18
174,Ar,33,0,18
175,Ar,34,0,18
176,Ar,35,0,18
177,Ar,36,0,18
178,Ar,37,0,18
179,Ar,38,0,18
180,Ar,39,0,18
181,Ar,40,1,18
182,Ar,41,0,18
183,Ar,42,0,18
184,Ar,44,0,18
185,Ar,46,0,18
186,Ar,48,0,18
187,Ar,50,0,18
188,Ar,52,0,18
189,K,35,0,19
190,K,36,0,19
191,K,37,0,19
192,K,38,0,19
193,K,39,1,19
194,K,40,0,19
195,K,41,0,19
196,K,42,0,19
197,K,43,0,19
198,K,44,0,19
199,K,45,0,19
200,K,47,0,19
201,Ca,34,0,20
202,Ca,36,0,20
203,Ca,37,0,20
204,Ca,38,0,20
205,Ca,39,0,20
206,Ca,40,1,20
207,Ca,41,0,20
208,Ca,42,0,20
209,Ca,43,0,20
210,Ca,44,0,20
211,Ca,45,0,20
212,Ca,46,0,20
213,Ca,47,0,20
214,Ca,48,0,20
215,Ca,49,0,20
216,Ca,50,0,20
217,Ca,52,0,20
218,Ca,54,0,20
219,Ca,56,0,20
220,Sc,40,0,21
221,Sc,41,0,21
222,Sc,42,0,21
223,Sc,43,0,21
224,Sc,44,0,21
225,Sc,45,1,21
226,Sc,46,0,21
227,Sc,47,0,21
228,Sc,48,0,21
229,Sc,49,0,21
230,Sc,50,0,21
231,Ti,38,0,22
232,Ti,40,0,22
233,Ti,41,0,22
234,Ti,42,0,22
235,Ti,43,0,22
236,Ti,44,0,22
237,Ti,45,0,22
238,Ti,46,1,22
239,Ti,47,0,22
240,Ti,48,0,22
241,Ti,49,0,22
242,Ti,50,0,22
243,Ti,51,0,22
244,Ti,52,0,22
245,Ti,54,0,22
246,Ti,56,0,22
247,Ti,58,0,22
248,Ti,60,0,22
249,V,45,0,23
250,V,46,0,23
251,V,47,0,23
252,V,48,0,23
253,V,49,0,23
254,V,50,0,23
255,V,51,1,23
256,V,52,0,23
257,V,53,0,23
258,V,54,0,23
259,V,56,0,23
260,Cr,42,0,24
261,Cr,44,0,24
262,Cr,46,0,24
263,Cr,47,0,24
264,Cr,48,0,24
265,Cr,49,0,24
266,Cr,50,0,24
267,Cr,51,0,24
268,Cr,52,0,24
269,Cr,53,1,24
270,Cr,54,0,24
271,Cr,55,0,24
272,Cr,56,0,24
273,Cr,58,0,24
274,Cr,60,0,24
275,Cr,62,0,24
276,Cr,64,0,24
277,Cr,66,0,24
278,Mn,48,0,25
279,Mn,49,0,25
280,Mn,50,0,25
281,Mn,51,0,25
282,Mn,52,0,25
283,Mn,53,0,25
284,Mn,54,0,25
285,Mn,55,1,25
286,Mn,56,0,25
287,Mn,57,0,25
288,Mn,58,0,25
289,Mn,60,0,25
290,Mn,69,0,25
291,Fe,46,0,26
292,Fe,48,0,26
293,Fe,50,0,26
294,Fe,51,0,26
295,Fe,52,0,26
296,Fe,53,0,26
297,Fe,54,0,26
298,Fe,55,0,26
299,Fe,56,1,26
300,Fe,57,0,26
301,Fe,58,0,26
302,Fe,59,0,26
303,Fe,60,0,26
304,Fe,62,0,26
305,Fe,64,0,26
306,Fe,66,0,26
307,Fe,68,0,26
308,Fe,69,0,26
309,Fe,70,0,26
310,Fe,72,0,26
311,Co,54,0,27
312,Co,55,0,27
313,Co,56,0,27
314,Co,57,0,27
315,Co,58,0,27
316,Co,59,1,27
317,Co,60,0,27
318,Co,61,0,27
319,Co,62,0,27
320,Co,63,0,27
321,Co,64,0,27
322,Co,69,0,27
323,Co,74,0,27
324,Ni,48,0,28
325,Ni,50,0,28
326,Ni,52,0,28
327,Ni,54,0,28
328,Ni,55,0,28
329,Ni,56,0,28
330,Ni,57,0,28
331,Ni,58,1,28
332,Ni,59,0,28
333,Ni,60,0,28
334,Ni,61,0,28
335,Ni,62,0,28
336,Ni,63,0,28
337,Ni,64,0,28
338,Ni,65,0,28
339,Ni,66,0,28
340,Ni,68,0,28
341,Ni,69,0,28
342,Ni,70,0,28
343,Ni,72,0,28
344,Ni,74,0,28
345,Ni,76,0,28
346,Ni,78,0,28
347,Cu,55,0,29
348,Cu,56,0,29
349,Cu,57,0,29
350,Cu,58,0,29
351,Cu,59,0,29
352,Cu,60,0,29
353,Cu,61,0,29
354,Cu,62,0,29
355,Cu,63,1,29
356,Cu,64,0,29
357,Cu,65,0,29
358,Cu,66,0,29
359,Cu,67,0,29
360,Cu,68,0,29
361,Cu,69,0,29
362,Zn,54,0,30
363,Zn,56,0,30
364,Zn,58,0,30
365,Zn,59,0,30
366,Zn,60,0,30
367,Zn,61,0,30
368,Zn,62,0,30
369,Zn,63,0,30
370,Zn,64,1,30
371,Zn,65,0,30
372,Zn,66,0,30
373,Zn,67,0,30
374,Zn,68,0,30
375,Zn,69,0,30
376,Zn,70,0,30
377,Zn,71,0,30
378,Zn,72,0,30
379,Zn,74,0,30
380,Zn,76,0,30
381,Zn,78,0,30
382,Zn,80,0,30
383,Zn,82,0,30
384,Ga,61,0,31
385,Ga,62,0,31
386,Ga,64,0,31
387,Ga,65,0,31
388,Ga,66,0,31
389,Ga,67,0,31
390,Ga,68,0,31
391,Ga,69,1,31
392,Ga,70,0,31
393,Ga,71,0,31
394,Ga,72,0,31
395,Ga,73,0,31
396,Ge,62,0,32
397,Ge,64,0,32
398,Ge,66,0,32
399,Ge,67,0,32
400,Ge,68,0,32
401,Ge,69,0,32
402,Ge,70,0,32
403,Ge,71,0,32
404,Ge,72,0,32
405,Ge,73,0,32
406,Ge,74,0,32
407,Ge,75,0,32
408,Ge,76,1,32
409,Ge,77,0,32
410,Ge,78,0,32
411,Ge,80,0,32
412,Ge,82,0,32
413,Ge,84,0,32
414,Ge,86,0,32
415,Ge,88,0,32
416,As,68,0,33
417,As,69,0,33
418,As,70,0,33
419,As,71,0,33
420,As,72,0,33
421,As,73,0,33
422,As,74,0,33
423,As,75,1,33
424,As,76,0,33
425,As,77,0,33
426,As,78,0,33
427,As,79,0,33
428,As,80,0,33
429,As,81,0,33
430,Se,66,0,34
431,Se,68,0,34
432,Se,70,0,34
433,Se,71,0,34
434,Se,72,0,34
435,Se,73,0,34
436,Se,74,0,34
437,Se,75,0,34
438,Se,76,1,34
439,Se,77,0,34
440,Se,78,0,34
441,Se,79,0,34
442,Se,80,0,34
443,Se,81,0,34
444,Se,82,0,34
445,Se,83,0,34
446,Se,84,0,34
447,Se,86,0,34
448,Se,88,0,34
449,Se,90,0,34
450,Se,92,0,34
451,Se,94,0,34
452,Br,70,0,35
453,Br,72,0,35
454,Br,73,0,35
455,Br,75,0,35
456,Br,76,0,35
457,Br,77,0,35
458,Br,78,0,35
459,Br,79,1,35
460,Br,80,0,35
461,Br,81,0,35
462,Br,82,0,35
463,Br,83,0,35
464,Br,84,0,35
465,Br,85,0,35
466,Br,87,0,35
467,Kr,70,0,36
468,Kr,72,0,36
469,Kr,73,0,36
470,Kr,74,0,36
471,Kr,75,0,36
472,Kr,76,0,36
473,Kr,77,0,36
474,Kr,78,0,36
475,Kr,79,0,36
476,Kr,80,0,36
477,Kr,81,0,36
478,Kr,82,0,36
479,Kr,83,0,36
480,Kr,84,1,36
481,Kr,85,0,36
482,Kr,86,0,36
483,Kr,87,0,36
484,Kr,88,0,36
485,Kr,90,0,36
486,Kr,92,0,36
487,Kr,93,0,36
488,Kr,94,0,36
489,Kr,96,0,36
490,Kr,98,0,36
491,Kr,100,0,36
492,Rb,77,0,37
493,Rb,79,0,37
494,Rb,80,0,37
495,Rb,81,0,37
496,Rb,82,0,37
497,Rb,83,0,37
498,Rb,84,0,37
499,Rb,85,1,37
500,Rb,86,0,37
501,Rb,87,0,37
502,Rb,88,0,37
503,Rb,89,0,37
504,Rb,90,0,37
505,Rb,92,0,37
506,Rb,93,0,37
507,Rb,95,0,37
508,Rb,96,0,37
509,Rb,97,0,37
510,Sr,74,0,38
511,Sr,76,0,38
512,Sr,77,0,38
513,Sr,78,0,38
514,Sr,80,0,38
515,Sr,81,0,38
516,Sr,82,0,38
517,Sr,83,0,38
518,Sr,84,0,38
519,Sr,85,0,38
520,Sr,86,1,38
521,Sr,87,0,38
522,Sr,88,0,38
523,Sr,89,0,38
524,Sr,90,0,38
525,Sr,91,0,38
526,Sr,92,0,38
527,Sr,93,0,38
528,Sr,94,0,38
529,Sr,95,0,38
530,Sr,96,0,38
531,Sr,97,0,38
532,Sr,98,0,38
533,Sr,99,0,38
534,Sr,100,0,38
535,Sr,102,0,38
536,Sr,104,0,38
537,Y,82,0,39
538,Y,83,0,39
539,Y,84,0,39
540,Y,86,0,39
541,Y,87,0,39
542,Y,88,0,39
543,Y,89,1,39
544,Y,90,0,39
545,Y,91,0,39
546,Y,92,0,39
547,Y,93,0,39
548,Y,94,0,39
549,Y,95,0,39
550,Y,96,0,39
551,Zr,80,0,40
552,Zr,82,0,40
553,Zr,84,0,40
554,Zr,85,0,40
555,Zr,86,0,40
556,Zr,88,0,40
557,Zr,89,0,40
558,Zr,90,1,40
559,Zr,91,0,40
560,Zr,92,0,40
561,Zr,93,0,40
562,Zr,94,0,40
563,Zr,95,0,40
564,Zr,96,0,40
565,Zr,97,0,40
